Time	L POR X [px]	L POR Y [px]	L Diam [mm]	R POR X [px]	R POR Y [px]	R Diam [mm]
1494352018904424	NaN	NaN	NaN	974.39	733.27	3.94
1494352018921100	834.52	611.25	3.96	958.51	741.38	4.01
1494352018937756	822.10	611.19	3.93	969.89	734.17	3.94
1494352018954420	829.72	607.80	3.94	968.29	724.54	3.91
1494352018971089	829.13	603.63	3.94	965.80	736.41	3.97
1494352018987728	821.52	607.96	3.92	972.15	735.81	3.97
1494352019004409	827.45	606.88	3.98	970.53	739.77	3.96
1494352019021227	832.75	606.22	3.95	971.63	729.65	3.96
1494352019037724	827.93	614.53	3.95	969.14	735.29	3.98
1494352019054394	831.38	606.62	3.98	969.75	732.52	3.96
1494352019071072	831.56	612.04	3.96	966.49	731.57	3.97
1494352019087723	827.68	614.04	3.94	965.24	728.22	3.96
1494352019104375	832.61	607.53	3.97	965.58	736.83	3.99
1494352019121089	825.01	614.65	3.94	972.03	721.88	3.89
1494352019137712	826.96	607.53	3.96	966.39	726.47	3.94
1494352019154375	827.92	616.05	3.97	962.14	737.49	3.99
1494352019171086	825.27	610.85	3.96	969.90	705.61	3.87
1494352019187691	835.01	613.73	3.96	968.25	707.83	3.88
1494352019204364	835.72	609.03	3.95	974.95	708.14	3.88
1494352019221335	827.92	615.72	3.99	979.06	710.82	3.85
1494352019237817	830.34	604.14	3.95	971.98	707.24	3.86
1494352019254488	828.03	613.42	3.94	970.00	711.36	3.88
1494352019271125	826.74	610.53	3.95	966.80	730.50	3.98
1494352019287819	830.11	615.86	3.95	970.71	721.49	3.92
1494352019304479	NaN	NaN	NaN	959.85	725.85	3.95
1494352019321150	826.63	608.52	3.93	965.45	739.02	3.97
1494352019337806	829.58	609.94	3.96	966.24	733.24	3.95
1494352019354481	828.92	610.25	3.94	969.92	709.11	3.90
1494352019371132	831.25	610.08	3.96	968.62	735.12	3.99
1494352019387812	826.33	615.17	3.97	970.95	739.17	3.96
1494352019404477	830.78	609.77	3.96	975.49	705.16	3.86
1494352019421142	825.95	618.25	3.96	965.98	734.69	3.97
1494352019437808	830.55	615.71	4.00	970.61	706.08	3.87
1494352019454473	826.56	612.96	3.98	966.39	740.29	3.97
1494352019471138	827.99	612.85	3.96	971.86	735.00	3.94
1494352019487796	829.09	605.63	3.93	966.56	741.75	3.99
1494352019504461	830.26	617.08	3.97	969.56	736.12	3.97
1494352019521128	830.39	609.30	3.97	966.70	724.96	3.95
1494352019537793	829.14	613.07	3.96	966.23	715.58	3.91
1494352019554459	832.14	609.32	3.97	965.56	730.65	3.96
1494352019571123	828.85	610.93	3.98	966.02	735.81	3.97
1494352019587789	824.22	611.76	3.95	968.54	732.55	3.98
1494352019604462	829.84	602.48	3.96	968.27	723.23	3.93
1494352019621128	828.04	604.81	3.94	966.21	723.25	3.93
1494352019637792	828.26	619.56	3.98	964.89	739.34	3.97
1494352019654455	824.37	617.01	3.96	966.93	740.63	4.00
1494352019671112	831.10	611.07	3.98	968.26	738.20	3.98
1494352019687789	827.21	615.06	3.96	974.28	734.27	3.97
1494352019704449	829.45	608.73	3.94	964.69	741.09	3.98
1494352019721230	827.74	612.85	3.95	965.25	724.90	3.96
1494352019737899	828.39	609.85	3.95	965.80	730.29	3.93
1494352019754565	829.43	613.46	3.96	955.01	748.01	4.00
1494352019771230	833.35	605.53	3.96	967.86	726.92	3.93
1494352019787893	830.23	613.89	3.93	972.74	725.27	3.95
1494352019804557	832.38	610.16	3.99	967.81	739.90	3.96
1494352019821222	830.61	608.29	3.98	966.13	739.53	3.98
1494352019837879	831.56	606.17	3.96	972.61	720.57	3.93
1494352019854550	825.59	612.11	3.93	963.74	741.61	4.00
1494352019871206	825.40	616.88	3.96	977.33	719.46	3.92
1494352019887878	828.52	610.70	3.95	970.84	728.71	3.94
1494352019904543	828.66	612.96	3.95	960.42	739.92	3.99
1494352019921207	827.17	608.63	3.95	975.91	725.73	3.93
1494352019937870	825.19	611.37	3.95	967.11	736.80	3.97
1494352019954535	826.78	601.05	3.95	965.80	741.31	3.97
1494352019971199	829.97	610.12	3.98	955.02	751.13	4.02
1494352019987863	829.58	607.68	3.95	970.14	721.78	3.95
1494352020004529	828.66	611.71	3.97	967.96	748.19	4.01
1494352020021185	832.11	610.30	3.95	971.29	738.18	3.97
1494352020037826	828.62	610.39	3.95	970.91	740.40	3.97
1494352020054517	828.58	613.48	3.96	964.34	741.38	4.00
1494352020071185	828.44	611.79	3.96	965.90	731.38	3.97
1494352020087841	831.88	611.73	3.99	973.60	734.00	3.97
1494352020104503	829.46	601.43	3.94	964.35	735.74	3.97
1494352020121177	832.99	610.17	3.96	968.65	735.68	3.98
1494352020137839	830.71	608.28	3.96	969.39	732.81	4.00
1494352020154505	832.35	610.34	3.95	962.02	733.19	3.96
1494352020171170	830.03	618.38	3.95	962.81	733.79	3.97
1494352020187829	829.00	610.92	3.95	965.61	735.58	3.98
1494352020204499	834.66	604.60	3.95	967.08	709.98	3.87
1494352020221156	831.71	610.35	3.97	964.40	737.59	3.98
1494352020237828	826.06	620.34	3.97	965.68	722.54	3.93
1494352020254492	826.66	615.25	3.94	966.65	733.25	3.97
1494352020271150	830.85	606.44	3.96	970.52	739.16	3.98
1494352020287808	826.59	619.07	3.97	966.15	734.23	3.97
1494352020304483	826.42	610.49	3.96	969.25	725.81	3.95
1494352020321151	827.42	614.39	3.97	967.66	737.29	3.97
1494352020337816	828.36	606.60	3.95	967.34	738.17	4.00
1494352020354481	827.96	616.09	3.96	966.46	733.40	3.96
1494352020371145	829.01	611.84	3.95	971.76	722.81	3.93
1494352020387810	826.78	601.21	3.87	967.32	719.49	3.92
1494352020404472	832.26	614.89	3.97	965.58	724.45	3.92
1494352020421138	828.36	610.34	3.96	967.31	722.58	3.94
1494352020437795	832.92	609.65	3.97	964.94	737.78	3.99
1494352020454467	828.20	606.68	3.95	962.83	730.62	3.96
1494352020471125	821.54	608.05	3.91	960.13	738.00	4.00
1494352020487798	825.55	618.62	3.96	964.72	743.81	3.97
1494352020504449	826.90	614.93	3.96	967.70	742.97	3.99
1494352020521118	824.20	620.69	3.95	965.62	745.30	4.01
1494352020537791	826.85	611.51	3.93	959.32	740.30	3.99
1494352020554448	831.16	606.96	3.94	969.44	717.46	3.94
1494352020571119	829.09	616.60	3.93	964.42	741.23	3.97
1494352020587784	829.41	605.99	3.96	959.62	740.20	3.98
1494352020604455	835.18	607.02	3.96	966.60	736.82	3.98
1494352020621107	828.55	610.09	3.95	967.61	703.79	3.87
1494352020637771	829.09	609.05	3.95	969.48	730.68	3.95
1494352020654436	826.85	612.13	3.97	967.97	733.60	3.98
1494352020671107	NaN	NaN	NaN	964.33	739.12	3.97
1494352020687772	825.54	614.81	3.94	963.87	733.92	3.96
1494352020704439	827.68	616.62	3.97	968.97	731.82	3.96
1494352020721094	830.45	616.09	3.97	971.95	732.53	3.98
1494352020737797	827.48	602.27	3.95	971.41	735.13	3.95
1494352020754512	827.29	607.15	3.94	962.21	741.90	3.99
1494352020771173	835.39	612.20	3.95	969.99	716.93	3.88
1494352020787841	827.07	609.55	3.93	965.77	707.32	3.89
1494352020804545	827.26	615.71	3.94	965.27	729.24	3.95
1494352020821177	832.63	611.63	3.94	970.41	725.07	3.92
1494352020837844	828.98	611.41	3.94	974.03	726.86	3.95
1494352020854558	829.66	610.86	3.96	969.76	723.73	3.94
1494352020871179	824.96	603.35	3.97	967.38	737.00	3.98
1494352020887846	824.20	601.13	3.95	971.77	723.57	3.92
1494352020904557	830.64	611.37	3.97	960.24	741.81	3.99
1494352020921175	829.71	617.39	3.95	973.97	717.27	3.91
1494352020937850	825.29	610.94	3.92	966.82	736.60	3.97
1494352020954489	830.97	612.27	3.95	965.17	740.39	3.98
1494352020971185	833.43	609.52	3.97	969.48	734.19	3.94
1494352020987853	831.00	614.35	3.94	964.23	726.88	3.94
1494352021004520	832.28	608.19	3.95	976.40	716.78	3.92
1494352021021189	829.24	616.17	3.96	960.39	729.28	3.97
1494352021037836	830.37	614.94	3.98	961.49	730.60	3.97
1494352021054522	825.66	613.01	3.95	975.02	723.71	3.93
1494352021071194	831.02	608.24	3.96	964.51	733.06	3.97
1494352021087860	830.82	620.44	3.98	963.65	738.28	3.98
1494352021104521	830.73	611.70	3.94	971.34	719.03	3.92
1494352021121194	822.40	614.96	3.94	969.65	744.31	3.97
1494352021137863	824.81	610.50	3.96	968.79	726.62	3.95
1494352021154523	828.18	614.77	3.98	970.80	737.49	3.97
1494352021171195	830.22	610.86	3.94	964.98	733.02	3.95
1494352021187851	820.45	612.91	3.94	970.90	722.50	3.92
1494352021204534	831.41	606.39	3.96	970.43	725.20	3.94
1494352021221201	NaN	NaN	NaN	964.38	721.58	3.92
1494352021237858	830.90	608.54	3.97	964.64	716.28	3.93
1494352021254500	826.90	610.72	3.93	967.56	723.26	3.93
1494352021271193	822.94	615.95	3.93	971.68	724.07	3.95
1494352021287845	NaN	NaN	NaN	965.85	734.01	3.95
1494352021304514	825.33	608.11	3.95	970.09	723.71	3.94
1494352021321184	822.54	619.62	3.95	969.45	726.20	3.94
1494352021337849	826.66	604.00	3.96	969.31	730.06	3.98
1494352021354507	824.18	616.33	3.97	966.49	738.96	3.97
1494352021371178	824.16	613.28	3.94	969.74	725.49	3.94
1494352021387833	828.77	612.65	3.94	968.87	721.88	3.96
1494352021404503	832.52	610.51	3.97	965.88	726.30	3.96
1494352021421169	824.71	604.78	3.92	969.73	713.09	3.88
1494352021437832	829.22	615.09	3.95	969.19	716.53	3.93
1494352021454490	827.19	615.15	3.94	976.30	710.96	3.87
1494352021471160	828.74	609.75	3.97	974.80	705.92	3.87
1494352021487823	NaN	NaN	NaN	967.22	710.94	3.90
1494352021504481	825.77	621.87	3.95	968.01	709.40	3.89
1494352021521154	831.63	607.70	3.97	967.99	734.54	3.98
1494352021537817	829.50	609.62	3.96	964.88	732.19	3.96
1494352021554475	827.82	603.93	3.96	969.85	722.09	3.92
1494352021571145	825.05	605.43	3.93	967.40	721.81	3.91
1494352021587803	830.90	612.26	3.94	964.40	720.62	3.93
1494352021604473	825.90	617.91	3.95	974.73	727.03	3.94
1494352021621138	831.01	604.61	3.93	961.83	727.78	3.96
1494352021637801	832.42	610.50	3.96	965.61	736.06	3.99
1494352021654458	828.23	611.54	3.95	963.19	743.61	4.00
1494352021671119	822.39	611.18	3.93	964.74	722.71	3.95
1494352021687792	828.63	611.94	3.93	966.47	728.76	3.95
1494352021704448	NaN	NaN	NaN	974.66	710.49	3.89
1494352021721085	829.64	607.35	3.96	974.88	706.41	3.89
1494352021737784	828.90	607.92	3.95	970.77	705.88	3.87
1494352021754535	823.62	614.91	3.96	973.70	711.18	3.87
1494352021771208	827.50	616.57	3.96	968.44	713.98	3.92
1494352021787874	NaN	NaN	NaN	965.30	710.77	3.90
1494352021804533	828.34	610.40	3.92	969.67	707.58	3.88
1494352021821206	828.37	608.72	3.97	965.44	728.60	3.96
1494352021837865	829.18	607.56	3.95	969.90	707.70	3.88
1494352021854538	826.33	606.16	3.95	975.20	696.88	3.84
1494352021871205	831.83	610.90	3.97	970.80	706.91	3.86
1494352021887870	824.19	618.34	3.95	969.11	712.24	3.89
1494352021904531	829.44	608.17	3.92	976.42	706.33	3.87
1494352021921203	829.33	618.95	3.95	975.82	712.90	3.89
1494352021937868	829.54	616.00	3.94	966.38	712.03	3.89
1494352021954506	829.37	614.24	3.97	968.12	706.97	3.88
1494352021971194	829.06	612.01	3.97	970.17	707.24	3.88
1494352021987868	828.70	602.60	3.93	967.13	719.99	3.93
1494352022004526	830.00	608.61	3.95	970.39	707.10	3.87
1494352022021200	827.30	607.75	3.91	965.09	704.71	3.88
1494352022037857	832.89	607.67	3.94	972.84	705.98	3.87
1494352022054529	825.48	614.35	3.95	975.24	723.00	3.91
1494352022071205	830.64	608.06	3.94	972.76	718.44	3.88
1494352022087864	830.53	615.69	3.95	963.04	725.32	3.95
1494352022104529	829.90	611.45	3.95	957.60	727.88	3.96
1494352022121195	824.48	609.92	3.91	973.79	729.67	3.94
1494352022137862	828.71	610.33	3.96	974.73	722.76	3.92
1494352022154529	828.13	608.54	3.95	968.32	716.90	3.92
1494352022171195	828.65	617.98	3.95	968.71	723.80	3.92
1494352022187864	829.36	608.95	3.94	964.52	722.70	3.94
1494352022204527	828.50	600.98	3.94	967.36	724.53	3.94
1494352022221194	833.06	611.39	3.95	969.26	705.36	3.86
1494352022237865	833.13	608.14	3.97	963.59	726.67	3.95
1494352022254472	834.53	610.03	3.96	973.59	712.98	3.89
1494352022271145	829.51	599.48	3.94	967.60	720.50	3.92
1494352022287822	830.58	609.74	3.95	970.35	707.15	3.89
1494352022304473	825.01	615.10	3.93	966.77	710.09	3.89
1494352022321146	825.56	611.70	3.92	959.64	728.85	3.96
1494352022337813	826.14	610.14	3.95	973.28	716.91	3.93
1494352022354479	830.37	612.19	3.96	967.74	729.80	3.94
1494352022371147	826.52	613.92	3.97	966.55	725.76	3.94
1494352022387820	831.80	608.41	3.95	968.92	732.37	3.97
1494352022404473	829.52	621.23	3.97	966.47	719.89	3.94
1494352022421146	825.86	621.27	3.94	963.36	735.03	3.99
1494352022437860	822.59	612.49	3.93	963.09	732.23	3.97
1494352022454477	824.56	616.06	3.92	971.22	720.72	3.93
1494352022471141	829.60	602.28	3.95	964.71	716.32	3.92
1494352022487853	828.69	616.93	3.95	972.25	713.75	3.90
1494352022504476	830.82	613.01	3.95	971.95	718.51	3.94
1494352022521146	820.45	609.99	3.93	964.48	723.86	3.95
1494352022537853	827.28	612.89	3.94	971.02	727.12	3.93
1494352022554475	834.75	605.86	3.95	970.76	724.21	3.93
1494352022571147	827.46	613.16	3.99	965.62	728.02	3.95
1494352022587862	828.38	612.35	3.96	966.70	717.11	3.90
1494352022604474	829.33	613.54	3.97	969.01	721.89	3.92
1494352022621146	830.31	606.42	3.96	973.42	715.42	3.90
1494352022637807	827.05	614.47	3.95	963.28	726.46	3.96
1494352022654482	831.74	611.22	3.94	963.62	718.89	3.91
1494352022671146	828.91	613.61	3.96	970.77	713.96	3.91
1494352022687806	825.91	606.68	3.95	969.91	715.01	3.91
1494352022704471	823.96	609.25	3.92	960.63	723.40	3.94
1494352022721148	819.18	617.38	3.94	964.02	730.22	3.94
1494352022737801	827.31	606.62	3.94	959.98	726.74	3.96
1494352022754486	832.50	601.36	3.96	964.21	721.47	3.92
1494352022771149	829.16	611.72	3.92	971.13	720.16	3.91
1494352022787807	831.00	610.95	3.96	969.42	713.82	3.91
1494352022804469	830.90	608.84	3.94	967.09	724.41	3.94
1494352022821140	832.68	609.71	3.96	964.59	726.37	3.95
1494352022837800	822.41	605.05	3.93	964.67	718.79	3.93
1494352022854468	814.39	601.49	3.86	966.31	725.51	3.94
1494352022871132	826.01	611.54	3.95	969.87	726.68	3.92
1494352022887795	831.18	611.11	3.96	969.07	725.16	3.95
1494352022904454	825.06	613.38	3.95	971.15	717.74	3.94
1494352022921122	828.14	615.62	3.93	968.67	716.25	3.91
1494352022937786	826.53	603.72	3.95	961.81	723.11	3.93
1494352022954443	826.17	613.86	3.96	967.04	715.75	3.90
1494352022971100	826.93	608.38	3.94	966.58	718.66	3.94
1494352022987771	825.38	612.62	3.93	965.90	723.23	3.93
1494352023004441	827.74	615.31	3.93	972.54	706.24	3.88
1494352023021105	829.27	601.54	3.94	959.13	731.93	3.96
1494352023037759	825.95	614.57	3.94	964.06	724.74	3.96
